run,seed,anees_causal,anees_smoothed,n_smoothed,t_s
0,1005,2.3600101143889805,2.4318295108670465,4940,363.8732831478119
1,1006,1.8480559494467141,1.938930718140396,4940,623.3282737731934
2,1007,2.3199539711122688,2.001317765559755,4940,789.7161166667938
3,1008,1.9520247210179038,3.358899819866098,4940,659.6020126342773
4,1009,2.5392870490115054,2.4012162984212893,4940,659.2828905582428
