run,seed,anees_causal,anees_smoothed,n_smoothed,t_s
0,1000,2.219303487177349,3.179876147931065,4940,365.14241194725037
1,1001,2.054983918592353,2.1221106012197697,4940,644.6064763069153
2,1002,2.1749440428778533,1.9883881651589415,4940,770.5329103469849
3,1003,2.0394868397423336,2.082798131027517,4940,679.850302696228
4,1004,1.738277115535759,1.811358923937911,4940,664.5502984523773
