run,seed,anees_causal,anees_smoothed,n_smoothed,t_s
0,1035,1.7695417825986277,1.3723621322369985,4940,250.81169819831848
1,1036,3.0910835138310495,2.530047914849634,4940,316.83109879493713
2,1037,1.9883578504568626,1.395074875305341,4940,300.41132712364197
3,1038,2.1102861649072127,1.7464047581505644,4940,296.29173469543457
4,1039,2.5041921077545646,1.8581856154673977,4940,292.51087474823
