run,seed,anees_causal,anees_smoothed,n_smoothed,t_s
0,1015,1.8905792193035869,2.0300258542697787,4940,364.55142641067505
1,1016,2.2299568437523334,3.2976654834631467,4940,635.7385506629944
2,1017,1.4245698693833817,1.7820438850543185,4940,760.1798281669617
3,1018,1.4165353071707458,1.0136893083317282,4940,684.8617758750916
4,1019,2.365820046055148,2.2282658489138374,4940,657.8885788917542
