run,seed,anees_causal,anees_smoothed,n_smoothed,t_s
0,1030,2.3259669788021307,2.15754961007714,4940,252.33711051940918
1,1031,3.077643687078586,2.5962349771466604,4940,317.4274399280548
2,1032,1.6491478477973844,1.9469757933193732,4940,301.54902815818787
3,1033,1.6207526836175499,1.4782694222622772,4940,295.93885254859924
4,1034,2.6804809909663927,3.0917024263694604,4940,295.49056243896484
