run,seed,anees_causal,anees_smoothed,n_smoothed,t_s
0,1010,1.4509907500911239,1.773414865618949,4940,365.6130545139313
1,1011,1.6354298265567375,2.272553637001591,4940,661.675507068634
2,1012,2.812323393692681,2.8089238601720936,4940,770.8312697410583
3,1013,2.563978585462511,2.6026170208948707,4940,704.5632123947144
4,1014,1.6091614955831186,2.0674091041998026,4940,642.7224361896515
