run,seed,anees_causal,anees_smoothed,n_smoothed,t_s
0,1025,2.20953746451323,1.7003638690712122,4940,251.1934003829956
1,1026,2.359737738838936,2.211817756807777,4940,316.7693212032318
2,1027,1.7567272046724416,1.5345912311404852,4940,300.5467998981476
3,1028,1.905668199566966,1.4944558138198776,4940,296.715740442276
4,1029,2.3701325620191986,2.0124959667993254,4940,292.43191623687744
