t,n_err,e_err,n_std,e_std
197.6,0.2105808626564132,-2.7223772069331273,1.1212418875426553,1.4923487837384581
197.7,0.2093077968799176,-2.725999165637413,1.1223745509922802,1.4940942149575314
197.8,0.2080436449701577,-2.729635732611748,1.1235087861907334,1.4958411746683893
197.9,0.20678444686436537,-2.733280700520636,1.124644592371378,1.4975896619960585
198.0,0.20552936628921942,-2.736934721420616,1.1257819688076267,1.4993396760085689
198.1,0.20427626893901457,-2.740596721752028,1.126920914812874,1.501091215830659
198.2,0.20303120804239727,-2.7442501053941775,1.1280614297758722,1.5028442805760944
198.3,0.20177911791200642,-2.747922648562119,1.129203513210207,1.5045988694032146
198.4,0.20052502753674972,-2.7515968537672015,1.1303471645741245,1.5063549815675499
198.5,0.19927173229678044,-2.7552722193051387,1.1314923832875965,1.5081126163510283
198.6,0.19801476355606262,-2.758956921658059,1.1326391688055926,1.509871773020414
198.7,0.19674836457651157,-2.7626415686242694,1.1337875205496208,1.5116324508799739
198.8,0.19549360178527578,-2.766326846294213,1.1349374380185717,1.513394649311607
198.9,0.1942327056156522,-2.770003725002989,1.1360889209261482,1.515158367758634
199.0,0.19297821378365426,-2.773682925096083,1.1372419692285987,1.5169236056873197
199.1,0.19172458234337936,-2.7773706410599064,1.1383965831345837,1.5186903626118715
199.2,0.19046989616512944,-2.781079685462332,1.1395527630430817,1.520458638133419
199.3,0.18920126784453709,-2.7847869321885232,1.1407105094196535,1.5222284319402486
199.4,0.1879350667756259,-2.788496883140823,1.1418698227959265,1.5239997437777841
199.5,0.1866758339437592,-2.7922016743986333,1.1430307037830911,1.525772573346603
199.6,0.18539507860259732,-2.795907254086767,1.1441931530046245,1.5275469202776053
199.7,0.18410426599545754,-2.799610675766654,1.1453571710652832,1.5293227843448902
199.8,0.18281174963446936,-2.803326102080568,1.1465227585318158,1.5311001654434646
199.9,0.18151993407140946,-2.807052897130507,1.147689915816334,1.5328790634011475
200.0,0.18022812631307794,-2.810775938919159,1.1488586431923806,1.5346594779363818
200.1,0.17892799341740645,-2.8145070225006625,1.150028940951477,1.5364414087702882
200.2,0.17762124197781579,-2.8182393866204714,1.15120080942073,1.5382248557100602
200.3,0.1763065455897333,-2.8219816244586955,1.1523742489531172,1.5400098185959203
200.39999999999998,0.1749854328104435,-2.8257298641705697,1.1535492599285757,1.5417962973091661
200.5,0.17365226535636072,-2.829475136117777,1.1547258427630975,1.5435842917977973
200.6,0.1723125268822301,-2.8332231921407343,1.155903997896347,1.5453738020564847
200.70000000000002,0.17097326506533128,-2.836969682645725,1.157083725714334,1.5471648280672596
200.8,0.1696371958432975,-2.840719003407829,1.1582650265530487,1.5489573697668424
200.89999999999998,0.16829682041952437,-2.844470759886368,1.1594479007033023,1.5507514270994176
201.0,0.16695583144779094,-2.8482261519750414,1.1606323483588654,1.5525469999635573
201.1,0.16560170185220727,-2.851985585361228,1.1618183696666988,1.5543440882605861
201.20000000000002,0.16424503152089748,-2.8557632638538886,1.163005964769578,1.556142692065028
201.3,0.16288668722740776,-2.859544807506103,1.1641951337091712,1.5579428114681804
201.39999999999998,0.16151794094570812,-2.8633289734782132,1.1653858764794005,1.5597444464655468
201.5,0.1601396892402889,-2.867115968145287,1.1665781931693784,1.5615475971623403
201.6,0.15875229385794792,-2.87090590474015,1.1677720839545171,1.5633522637442896
201.70000000000002,0.15735650879240484,-2.874698028163573,1.1689675491205231,1.5651584463359216
201.8,0.15594225904321368,-2.8785069809478894,1.1701645890445438,1.566966145061999
201.9,0.15452705102332373,-2.8823085199515366,1.1713632042254871,1.5687753601631613
202.0,0.15309992877265488,-2.8861190013388627,1.1725633953562997,1.5705860919788686
202.1,0.15167843416942423,-2.88992621040732,1.173765163196993,1.5723983408783495
202.20000000000002,0.15026156496246923,-2.893729858763342,1.174968508536862,1.57421210719146
202.29999999999998,0.14884330764478448,-2.8975364264192542,1.1761734322030244,1.576027391214783
202.4,0.1474242559065998,-2.901344246870952,1.1773799350142682,1.5778441933401228
202.5,0.14600094690988874,-2.9051587244895267,1.178588017756607,1.579662514008546
202.6,0.14457407861306307,-2.9089843672765365,1.1797976810890491,1.581482353667598
202.70000000000002,0.14315641358176637,-2.912804879212449,1.181008925572125,1.5833037127493315
202.79999999999998,0.14173303366566017,-2.9166357792475526,1.1822217517573692,1.585126591658158
202.9,0.14030265998382674,-2.9204603677274923,1.183436160139176,1.5869509908470434
203.0,0.1388611388330378,-2.9242792205845953,1.1846521511966346,1.588776910846256
203.1,0.13741929282353568,-2.9281043363547314,1.1858697254158825,1.5906043522080056
203.2,0.13596759099376082,-2.9319254452680337,1.1870888832383082,1.5924333154271524
203.29999999999998,0.13449585620331755,-2.9357458114110058,1.188309625146633,1.594263801113182
203.4,0.1330300675398345,-2.9395510526268285,1.1895319517268774,1.596095810019341
203.5,0.13156034151606788,-2.9433496620591537,1.1907558637246483,1.5979293427948364
203.60000000000002,0.13008076250961179,-2.9471479134411855,1.191981362085682,1.5997644000854532
203.7,0.1285934939076784,-2.950945819843591,1.1932084479130003,1.6016009826558153
203.79999999999998,0.12709843073288438,-2.9547468496786875,1.1944371224245511,1.6034390913121148
203.9,0.12560153613134295,-2.9585512133262717,1.1956673868789138,1.605278726829792
204.0,0.12409381112208931,-2.962354173520283,1.1968992425259561,1.6071198899741632
204.10000000000002,0.12258309355027769,-2.9661497841048554,1.1981326906525287,1.6089625815988073
204.2,0.12107443226492302,-2.9699504202727867,1.1993677325825411,1.6108068026009617
204.29999999999998,0.11956102642823202,-2.9737495800181777,1.200604369619047,1.6126525538472432
204.4,0.1180502585100284,-2.9775593270752276,1.2018426030354006,1.6144998362378384
204.5,0.11655050259159493,-2.981367150119589,1.2030824341070785,1.6163486507167204
204.60000000000002,0.11504968129859174,-2.985181389134599,1.204323864102862,1.6181989981965545
204.7,0.11355101985106959,-2.9889908197714337,1.2055668942561384,1.6200508795833237
204.8,0.11203975685622057,-2.9928011839880027,1.2068115257592407,1.6219042958008076
204.9,0.11052294353736497,-2.9966126270583264,1.208057759769315,1.623759247905417
205.0,0.10902036956632193,-3.0004288257346863,1.2093055974068827,1.6256157370252
205.1,0.10751561235276968,-3.004248380909824,1.2105550397258336,1.6274737641566872
205.2,0.10600652695171199,-3.0080572177660887,1.2118060878301165,1.6293333303061102
205.3,0.10448616215240614,-3.011870771334112,1.2130587429745447,1.6311944365815876
205.4,0.10296810402555372,-3.015696749654883,1.2143130064684484,1.6330570840732948
205.5,0.10144434094610139,-3.0195414656281816,1.2155688796032376,1.634921273840738
205.6,0.09990817847257556,-3.0233879939943984,1.2168263636578955,1.6367870069917596
205.7,0.09836408949643485,-3.027244731881048,1.2180854598599082,1.6386542846672931
205.8,0.09680999574762905,-3.0310981192310367,1.2193461693660337,1.640523108081065
205.9,0.09526091467867151,-3.0349571070307033,1.220608493279861,1.642393478540256
206.0,0.09370645777610054,-3.038806314360704,1.2218724326717414,1.6442653973588426
206.1,0.092147454220134,-3.0426675672973458,1.223137988608083,1.6461388658312168
206.2,0.09057393186075355,-3.0465276202456955,1.2244051621102259,1.6480138852651123
206.3,0.08899916751047668,-3.0503861056709547,1.2256739542609694,1.6498904570674233
206.4,0.08743820486596059,-3.054243710683534,1.22694436635048,1.6517685826986703
206.5,0.08588020784095259,-3.0581111520803956,1.2282163997881268,1.6536482634703071
206.6,0.08432714972812937,-3.061973526629305,1.229490056097175,1.6555295006490118
206.7,0.08276992656953977,-3.0658362638628764,1.2307653370060945,1.6574122955964599
206.8,0.08120076081178469,-3.069695920444579,1.2320422443660366,1.6592966497408412
206.9,0.07962739241517466,-3.073564030465546,1.2333207799978614,1.6611825645362772
207.0,0.07805390840787246,-3.077436674850003,1.234600945596347,1.6630700413737087
207.1,0.07646332442907892,-3.081312111932813,1.2358827427776728,1.664959081655523
207.2,0.07486273355092582,-3.0852035704970695,1.237166173093959,1.666849686918147
207.3,0.07325374164502328,-3.089098446857208,1.2384512380068406,1.6687418587772587
207.4,0.07163978388621726,-3.0930106258468175,1.239737938937288,1.6706355988403583
207.5,0.070022766892325,-3.0969211548004836,1.241026277322382,1.672530908726948
207.6,0.0684110065809097,-3.1008406734625606,1.2423162547401583,1.674427790077926
207.7,0.06679668638677756,-3.10476802207906,1.243607872873352,1.6763262444979135
207.8,0.06518457781944002,-3.108692667154451,1.244901133453274,1.6782262735262845
207.89999999999998,0.06356376109483115,-3.112618570962964,1.2461960383411057,1.6801278787526566
208.0,0.061935749165287414,-3.11654590381889,1.2474925894227955,1.68203106184274
208.1,0.06031280027761439,-3.1204640720913694,1.2487907885342568,1.683935824440767
208.20000000000002,0.05869218856433889,-3.124398011066647,1.2500906375358292,1.685842168152278
208.3,0.05706773028552426,-3.12834976103974,1.2513921382340285,1.6877500946303257
208.39999999999998,0.055440004235907545,-3.1323018134999794,1.2526952923417796,1.6896596055887154
208.5,0.05381689862064745,-3.1362586275182127,1.2540001015900037,1.691570702726918
208.6,0.05217958771810715,-3.140217432787324,1.255306567761772,1.6934833877591655
208.70000000000002,0.050532376313663516,-3.1441737532885528,1.2566146926578912,1.6953976624287708
