t,nees_ekf,nees_mpf,nees_fgo
139.0,1.8843040723170938,3.3532939822603685,3.2388781627152032
139.1,1.8159356351876872,3.237812090848037,3.2422443100766674
139.2,1.783751914645731,3.18560944222532,3.245554939257695
139.3,1.6155720369995799,2.9238639081519624,3.2489091133036285
139.4,1.759658986204717,3.146613319650206,3.2522860161961447
139.5,1.8323462550860112,3.2639557982437997,3.2557089014562224
139.6,1.8448660369818313,3.284717806497465,3.259114419944757
139.7,1.8948269694941589,3.3661175138042445,3.2624736878838565
139.8,1.9432335855950753,3.4453321100750998,3.265774769490416
139.9,2.079895560745289,3.6709013231634007,3.269030051729953
140.0,2.0355011907573863,3.597954167027115,3.2722591700865484
140.1,1.9144986839190832,3.4017738973591842,3.275450273154265
140.2,1.821659501493667,3.254036989894597,3.2786022198160283
140.3,1.7953294802137065,3.212153351082517,3.2816513553985756
140.39999999999998,1.809939291367351,3.2339749457775135,3.2846917125758885
140.5,1.886778146778301,3.3525264931066934,3.2877570048694125
140.6,1.9283615099609204,3.416230995357626,3.290788308863858
140.70000000000002,1.9552976904119066,3.4569377286002947,3.2938826246179422
140.8,1.905293742304794,3.3778855149006195,3.296914384018641
140.89999999999998,1.7542577545778983,3.144184214245305,3.2999058141137576
141.0,1.977462875755755,3.4855630777280506,3.302898387157991
141.1,1.8253358489595448,3.2496831135204864,3.3058755813293685
141.20000000000002,1.7084410332398496,3.0697078559482867,3.3089062990894385
141.3,1.813772402199063,3.226964351765536,3.311866901858534
141.39999999999998,1.8871591190056978,3.3359693569055193,3.314839365044099
141.5,1.9063846243151317,3.3625541780986667,3.3177610421163317
141.6,1.748037387099409,3.120313898554921,3.3206669816301266
141.70000000000002,1.7863779150137868,3.175028014255289,3.3235575662641885
141.8,1.6341526122627403,2.943204910649187,3.3265172765304185
141.9,1.7176117941686753,3.064764487406073,3.329400585138198
142.0,1.56095917759508,2.8271043310694104,3.3322512111712306
142.1,1.6063709393337007,2.890807187823451,3.3350671647855803
142.20000000000002,1.761793134170149,3.118029535469936,3.3378392638579744
142.29999999999998,1.4175992997087652,2.603393586284867,3.3406375587181327
142.4,1.2305191848507948,2.323230774902062,3.343368499533427
142.5,1.2905664734588036,2.4073609852112057,3.3460564021252814
142.6,1.374005702188059,2.5261886907592137,3.3486645934639476
142.70000000000002,1.6699663424013016,2.959520056820811,3.351217386129705
142.79999999999998,1.68268878362736,2.973974357825162,3.3537551402422876
142.9,1.3651293588769677,2.4995211109385553,3.356290485414056
